DULICA;PSC;OBCE
Tajovského;052 01;Spišská Nová Ves
Tatranská;052 01;Spišská Nová Ves
Tehelná;052 01;Spišská Nová Ves
Tepličská cesta;052 01;Spišská Nová Ves
Thälmanova;052 01;Spišská Nová Ves
Tichá;053 31;Spišská Nová Ves
Tkáčska;052 01;Spišská Nová Ves
Tolstého;052 01;Spišská Nová Ves
Topoľová;052 01;Spišská Nová Ves
Trenčianska;052 01;Spišská Nová Ves
Trieda 1. mája;052 05;Spišská Nová Ves
Trnavská;052 01;Spišská Nová Ves
Turčianska;052 01;Spišská Nová Ves
V. Nezvala;052 01;Spišská Nová Ves
Vajanského;052 01;Spišská Nová Ves
Vyšná hať;052 01;Spišská Nová Ves
Vyšný Hámor;052 01;Spišská Nová Ves
Z. Nejedlého;052 05;Spišská Nová Ves
Za Hornádom;052 01;Spišská Nová Ves
Za Šestnástkou;052 01;Spišská Nová Ves
Zábojského;052 01;Spišská Nová Ves
Záborského;052 01;Spišská Nová Ves
Záhradná;053 31;Spišská Nová Ves
Zámočnícka;052 01;Spišská Nová Ves
Zápotockého;052 01;Spišská Nová Ves
Zemplínska;052 01;Spišská Nová Ves
Zimná;052 01;Spišská Nová Ves
Zvonárska;052 01;Spišská Nová Ves
Železná;053 31;Spišská Nová Ves
Železničná;052 01;Spišská Nová Ves
1.mája;013 24;Strečno
26.apríla;013 24;Strečno
28.októbra;013 24;Strečno
Cintorínska;013 24;Strečno
Čsl. Brigády;013 24;Strečno
Francúzskych Partizánov;013 24;Strečno
Hradná;013 24;Strečno
Kamenná;013 24;Strečno
Kováčska;013 24;Strečno
Lesná;013 24;Strečno
Lipová;013 24;Strečno
M.Ilovského;013 24;Strečno
Mládeže;013 24;Strečno
Nábrežná;013 24;Strečno
Partizánska;013 24;Strečno
SNP;013 24;Strečno
Sokolská;013 24;Strečno
Školská;013 24;Strečno
Športová;013 24;Strečno
Za záhradami;013 24;Strečno
Záhradná;013 24;Strečno
Zlatné;013 25;Strečno
1.mája;927 01;Šaľa
8.mája;927 01;Šaľa
Agátová;927 01;Šaľa
B. Nemcovej;927 01;Šaľa
Bernolákova;927 05;Šaľa
Bilická;927 01;Šaľa
Bottova;927 01;Šaľa
Brezová;927 01;Šaľa
Broskyňová;927 01;Šaľa
Budovateľská;927 01;Šaľa
Cintorínska;927 05;Šaľa
Čsl. armády;927 01;Šaľa
Diakovská;927 01;Šaľa
Dlhoveská;927 05;Šaľa
Dolná;927 01;Šaľa
Dózsova;927 05;Šaľa
Drieňová;927 01;Šaľa
Družstevná;927 01;Šaľa
Dubová;927 01;Šaľa
Fr. Kráľa;927 05;Šaľa
Gagarinova;927 01;Šaľa
Gaštanová;927 01;Šaľa
Gen. L. Svobodu;927 05;Šaľa
Germánska;927 05;Šaľa
Gorkého;927 05;Šaľa
Hetméň;927 01;Šaľa
Hlavná;927 01;Šaľa
Hlboká;927 01;Šaľa
Hliník;927 05;Šaľa
Hliníková;927 05;Šaľa
Hollého;927 05;Šaľa
Horná;927 01;Šaľa
Hospodárska;927 05;Šaľa
Hrabová;927 01;Šaľa
Hurbanova;927 01;Šaľa
Hviezdoslavova;927 01;Šaľa
J. Feketeházyho;927 01;Šaľa
J. Kollára;927 01;Šaľa
J. Palárika;927 01;Šaľa
Jánošíkova;927 01;Šaľa
Jarmočná;927 01;Šaľa
Jaseňová;927 01;Šaľa
Javorová;927 01;Šaľa
Jazerná;927 01;Šaľa
Jelšová;927 01;Šaľa
Jesenského;927 01;Šaľa
Jilemnického;927 05;Šaľa
Kalinčiakova;927 01;Šaľa
Kilič;925 83;Šaľa
Komenského;927 05;Šaľa
Kpt. Jaroša;927 01;Šaľa
Kráľovská;927 01;Šaľa
Krátka;927 01;Šaľa
Krížna;927 01;Šaľa
Kukučínova;927 01;Šaľa
Kúpeľná;927 01;Šaľa
Kvetná;927 01;Šaľa
L. Novomeského;927 01;Šaľa
Lesná;927 01;Šaľa
Letná;927 01;Šaľa
Liesková;927 01;Šaľa
Lipová;927 01;Šaľa
Lúčna;927 05;Šaľa
Lužná;927 05;Šaľa
M. M. Hodžu;927 01;Šaľa
M. R. Štefánika;927 01;Šaľa
Malá;927 01;Šaľa
Markovičova;927 01;Šaľa
Mostová;927 01;Šaľa
Murgašova;927 01;Šaľa
Nábrežná;927 01;Šaľa
Nádražná;927 01;Šaľa
Námestie A. Dubčeka;927 01;Šaľa
Námestie Sv. Juraja;927 01;Šaľa
Námestie svätej Trojice;927 01;Šaľa
Narcisová;927 05;Šaľa
Nemocničná;927 01;Šaľa
Nešporova;927 01;Šaľa
Nezábudková;927 01;Šaľa
Nitrianska;927 05;Šaľa
Nivy;927 05;Šaľa
Nová;927 05;Šaľa
Okružná;927 01;Šaľa
Orechová;927 01;Šaľa
P. J. Šafárika;927 01;Šaľa
P. Pázmaňa;927 01;Šaľa
Partizánska;927 01;Šaľa
Partkúrová ulica;927 01;Šaľa
Pažitná;927 01;Šaľa
Pionierska;927 01;Šaľa
Pribinovo námestie;927 05;Šaľa
Priečna;927 05;Šaľa
Rímska;927 05;Šaľa
Robotnícka;927 01;Šaľa
Ružová;927 01;Šaľa
Sadová;927 01;Šaľa
Sládkovičova;927 01;Šaľa
Slnečná;927 05;Šaľa
Smetanova;927 01;Šaľa
SNP;927 01;Šaľa
Staničná;927 01;Šaľa
Školská;927 01;Šaľa
Štúrova;927 01;Šaľa
Švermova;927 01;Šaľa
Topoľová;927 01;Šaľa
Trnovecká;927 05;Šaľa
Tulipánová;927 01;Šaľa
Ulica Germánska;927 05;Šaľa
Ulica J. Feketeházyho;927 01;Šaľa
Ulica Likavka;927 01;Šaľa
Ulica Rímska;927 05;Šaľa
Ulica Sama Chalupku;927 01;Šaľa
Úzka;927 05;Šaľa
V. Šrobára;927 01;Šaľa
Váhová;927 01;Šaľa
Vajanského;927 01;Šaľa
Vinohradnícka;927 01;Šaľa
Vlčanská;927 01;Šaľa
Voltížna ulica;927 01;Šaľa
Záhradnícka;927 01;Šaľa
Železničná;927 01;Šaľa
1. mája;059 38;Štrba
29. januára;059 38;Štrba
A. Sládkoviča;059 38;Štrba
Bellova;059 41;Štrba
Brezová;059 38;Štrba
Čsl. Armády;059 38;Štrba
Dr. Markušovského;059 38;Štrba
Družstevná;059 38;Štrba
Hlavná;059 38;Štrba
Horská;059 41;Štrba
Hviezdoslavova;059 38;Štrba
J. Gejdoša;059 38;Štrba
J. Kráľa;059 38;Štrba
Jurkovičova;059 38;Štrba
K vodopádom;059 85;Štrba
Krátka;059 38;Štrba
Krôn;059 38;Štrba
Kúpeľná;059 85;Štrba
Lesná;059 41;Štrba
Limbová;059 85;Štrba
Liptovská;059 38;Štrba
Lúčna;059 41;Štrba
M. Benku;059 38;Štrba
M. Janošku;059 38;Štrba
Maše Haľamovej;059 85;Štrba
Mlynská;059 38;Štrba
Móryho;059 85;Štrba
P. Z. Vrbického;059 38;Štrba
Partizánska;059 41;Štrba
Poľná;059 38;Štrba
Popradská;059 38;Štrba
Poštová;059 85;Štrba
Pri jazere;059 85;Štrba
Pullmanova;059 41;Štrba
Raštub;059 38;Štrba
Rekreačná;059 41;Štrba
SNP;059 38;Štrba
Strmá;059 38;Štrba
Szentiványho;059 85;Štrba
Školská;059 38;Štrba
Športová;059 85;Štrba
Štefánikova;059 38;Štrba
Štepánkovická;059 38;Štrba
Štúrova;059 41;Štrba
Tatranská;059 38;Štrba
Železničná;059 41;Štrba
17. novembra;955 01;Topoľčany
A. Grznára;955 01;Topoľčany
Agátová;955 01;Topoľčany
Andreja Hlinku;955 01;Topoľčany
Astrová;955 01;Topoľčany
B. Němcovej;955 01;Topoľčany
Bernolákova;955 01;Topoľčany
Brezová;955 01;Topoľčany
Broskyňová;955 01;Topoľčany
Budovateľská;955 01;Topoľčany
Cintorínska;955 01;Topoľčany
Clementisova;955 01;Topoľčany
Cukrovarnícka;955 01;Topoľčany
Čerešňová;955 01;Topoľčany
Čsl. armády;955 01;Topoľčany
D. Jurkoviča;955 03;Topoľčany
Dopravná;955 01;Topoľčany
Dr. P. Adámiho;955 01;Topoľčany
Dr. Pantočku;955 01;Topoľčany
Družby;955 01;Topoľčany
Družstevná;955 01;Topoľčany
Fialková;955 01;Topoľčany
Fraňa Kráľa;955 01;Topoľčany
Gagarinova;955 01;Topoľčany
Gaštanová;955 01;Topoľčany
Gogoľova;955 01;Topoľčany
Gorkého;955 01;Topoľčany
Hlavná;955 01;Topoľčany
Hrebíčková;955 01;Topoľčany
Hurbanova;955 01;Topoľčany
Chmeľová;955 01;Topoľčany
Inovecká;955 01;Topoľčany
J. Alexyho;955 03;Topoľčany
J. Bottu;955 01;Topoľčany
J. Hollého;955 01;Topoľčany
J. Jesenského;955 01;Topoľčany
J. Matušku;955 01;Topoľčany
J. Wolkra;955 01;Topoľčany
Jabloňová;955 01;Topoľčany
Jahodová;955 01;Topoľčany
Jána Kollára;955 01;Topoľčany
Janka Kráľa;955 01;Topoľčany
Jaselská;955 01;Topoľčany
Javorová;955 01;Topoľčany
Jazmínová;955 01;Topoľčany
K Panklu;955 01;Topoľčany
K. Kuzmányho;955 01;Topoľčany
Kalinčiakova;955 01;Topoľčany
Komenského;955 01;Topoľčany
kpt. Jaroša;955 01;Topoľčany
kpt. Žalmana;955 01;Topoľčany
Krátka;955 01;Topoľčany
Krušovská;955 01;Topoľčany
Kukučínova;955 01;Topoľčany
Ľ. Fullu;955 03;Topoľčany
Ladislava Dorušáka;955 01;Topoľčany
Ľaliová;955 01;Topoľčany
Lipová;955 01;Topoľčany
M. A. Bazovského;955 03;Topoľčany
M. Benku;955 03;Topoľčany
M. Rázusa;955 01;Topoľčany
M. Závodného;955 01;Topoľčany
Malé Bedzany;955 01;Topoľčany
Malinová;955 01;Topoľčany
Margarétová;955 01;Topoľčany
Mestský park;955 01;Topoľčany
Mieru;955 01;Topoľčany
Miloša Závodného;955 01;Topoľčany
Mojmírova;955 01;Topoľčany
Moyzesova;955 01;Topoľčany
Murárska;955 01;Topoľčany
Muškátová;955 01;Topoľčany
Nám. Ľ. Štúra;955 01;Topoľčany
Nám. M. R. Štefánika;955 01;Topoľčany
Narcisová;955 01;Topoľčany
Nezábudková;955 01;Topoľčany
Obchodná;955 01;Topoľčany
Obráncov mieru;955 01;Topoľčany
Odbojárov;955 01;Topoľčany
Okružná;955 01;Topoľčany
Orechová;955 01;Topoľčany
Orgovánová;955 01;Topoľčany
Ovocná;955 01;Topoľčany
P. Jilemnického;955 01;Topoľčany
P. Mudroňa;955 01;Topoľčany
P. O. Hviezdoslava;955 01;Topoľčany
Palárikova;955 01;Topoľčany
Palkovičova;955 01;Topoľčany
Park Alexandra Dubčeka;955 01;Topoľčany
Pavlovova;955 01;Topoľčany
Pílska;955 01;Topoľčany
Pionierska;955 01;Topoľčany
Pivovarnícka;955 01;Topoľčany
Pod kalváriou;955 01;Topoľčany
Podjavorinskej;955 01;Topoľčany
Poľovnícka;955 01;Topoľčany
Povstania;955 01;Topoľčany
Práznovská cesta;955 01;Topoľčany
Pribinova;955 01;Topoľčany
Priemyselná ulica;955 01;Topoľčany
Puškinova;955 01;Topoľčany
Radlinského;955 01;Topoľčany
Rastislavova;955 01;Topoľčany
Robotnícka;955 01;Topoľčany
Ružová;955 01;Topoľčany
Sama Chalupku;955 01;Topoľčany
Sedmikrásková;955 01;Topoľčany
Skýcovská;955 01;Topoľčany
Sládkovičova;955 01;Topoľčany
Sladovnícka;955 01;Topoľčany
Slnečná;955 01;Topoľčany
Slobody;955 01;Topoľčany
Slov. partizánov;955 01;Topoľčany
Snežienková;955 01;Topoľčany
Streďanská;955 01;Topoľčany
Streďanská;955 03;Topoľčany
Stummerova;955 01;Topoľčany
Sv. Cyrila a sv. Metoda;955 01;Topoľčany
Svätoplukova;955 01;Topoľčany
Šafárikova;955 01;Topoľčany
Šípová;955 01;Topoľčany
Škultétyho;955 01;Topoľčany
Športovcov;955 01;Topoľčany
Štúrova;955 01;Topoľčany
T. Vansovej;955 01;Topoľčany
Timravy;955 01;Topoľčany
Topoľová;955 01;Topoľčany
Tovarnícka;955 01;Topoľčany
Tribečská;955 01;Topoľčany
Tulipánová;955 01;Topoľčany
V. Beniaka;955 01;Topoľčany
Václavská;955 01;Topoľčany
Vajanského;955 01;Topoľčany
Veľké Bedzany;955 01;Topoľčany
Vinohradnícka;955 01;Topoľčany
Záhradkárska;955 01;Topoľčany
Záhradnícka;955 01;Topoľčany
Záhumnie;955 01;Topoľčany
Zdravotnícka;955 01;Topoľčany
Zelený rínok;955 01;Topoľčany
Železničiarska;955 01;Topoľčany
1.mája;911 01;Trenčín
10.apríla;911 01;Trenčín
17.novembra;911 01;Trenčín
28.októbra;911 01;Trenčín
A. Lišku;911 05;Trenčín
Armádna;911 01;Trenčín
Bavlnárska;911 05;Trenčín
Bazovského;911 08;Trenčín
Beckovská;911 01;Trenčín
Belá;913 21;Trenčín
Bernolákova;911 01;Trenčín
Bezručova;911 01;Trenčín
Biskupická;911 01;Trenčín
Bottova;911 01;Trenčín
Brančíkova;911 05;Trenčín
Bratislavská;911 05;Trenčín
Bratislavská;911 06;Trenčín
Brezová;911 05;Trenčín
Brigádnická;911 01;Trenčín
Brnianska;911 05;Trenčín
Budovateľská;911 05;Trenčín
Cez ohrady;911 05;Trenčín
Cintorínska;911 01;Trenčín
Clementisova;911 01;Trenčín
Daniela Krmana;911 01;Trenčín
Detská;911 05;Trenčín
Dlhé Hony;911 01;Trenčín
Dolné Pažite;911 06;Trenčín
Dolný Šianec;911 01;Trenčín
Družstevná;911 01;Trenčín
Dubová;911 01;Trenčín
Duklianskych hrdinov;911 05;Trenčín
Električná;911 01;Trenčín
Farská;911 01;Trenčín
Gagarinova;911 01;Trenčín
gen. Goliana;911 01;Trenčín
gen. M. R. Štefánika;911 01;Trenčín
gen. Svobodu;911 08;Trenčín
gen. Viesta;911 01;Trenčín
Halalovka;911 08;Trenčín
Hanzlikovská;911 05;Trenčín
Hanzlikovská;911 06;Trenčín
Hasičská;911 01;Trenčín
Hlavná;911 05;Trenčín
Hodžova;911 01;Trenčín
Hollého;911 05;Trenčín
Holubyho nám.;911 01;Trenčín
Horeblatie;911 01;Trenčín
Horné Orechové;911 05;Trenčín
Horný Šianec;911 01;Trenčín
Hrabovská;911 05;Trenčín
Hrádzová;911 05;Trenčín
Hroznová;911 05;Trenčín
Hrušková;91105;Trenčín
Hurbanova;911 01;Trenčín
Hviezdoslavova;911 01;Trenčín
Hviezdová;911 01;Trenčín
Chotárna;911 05;Trenčín
I. Krasku;911 01;Trenčín
I. Olbrachta;911 01;Trenčín
Inovecká;911 01;Trenčín
Istebnícka;911 05;Trenčín
Ivana Olbrachta;911 01;Trenčín
J. Braneckého;911 01;Trenčín
J. Derku;911 01;Trenčín
J. Fabu;911 01;Trenčín
J. Kráľa;911 01;Trenčín
J. Prháčka;911 05;Trenčín
J. Psotného;911 05;Trenčín
J. Zemana;911 01;Trenčín
J.B.Magina;911 01;Trenčín
Jahodová;911 05;Trenčín
Jána Derku;911 01;Trenčín
Jána Fabu;911 01;Trenčín
Jána Halašu;911 08;Trenčín
Jána Hollého;911 05;Trenčín
Jána Lipského;911 01;Trenčín
Jána Lipského;911 01;Trenčín
Jána Prháčka;911 05;Trenčín
Jánošíkova;911 05;Trenčín
Jarná;911 05;Trenčín
Jaselská;911 01;Trenčín
Jasná;911 01;Trenčín
Javorinská;911 01;Trenčín
Javorová;911 05;Trenčín
Jedľová;911 05;Trenčín
Jesenského;911 01;Trenčín
Jilemnického;911 01;Trenčín
Jiráskova;911 01;Trenčín
Južná;911 08;Trenčín
K dolnej stanici;911 01;Trenčín
K mlyniskám;911 05;Trenčín
K výstavisku;911 01;Trenčín
K zábraniu;911 01;Trenčín
K. Šmidkeho;911 08;Trenčín
Kalinčiakova;911 01;Trenčín
Karpatská;911 01;Trenčín
Kasárenská;911 05;Trenčín
Kmeťova;911 01;Trenčín
Kňažské;911 05;Trenčín
Kniežaťa Pribinu;911 01;Trenčín
Kollárova;911 01;Trenčín
Komenského;911 01;Trenčín
Kožušnícka;911 05;Trenčín
Kpt. Jaroša;911 01;Trenčín
Kpt.Nálepku;911 01;Trenčín
Kragujevackých hrdinov;911 01;Trenčín
Krátka;911 01;Trenčín
Ku kyselke;911 06;Trenčín
Ku štvrtiam;911 01;Trenčín
Kubranská;911 01;Trenčín
Kubrica;911 01;Trenčín
Kubrická;911 01;Trenčín
Kukučínova;911 01;Trenčín
Kúty;911 01;Trenčín
Kuzmányho;911 01;Trenčín
Kvetinová;911 05;Trenčín
Kvetná;911 05;Trenčín
Kyjevská;911 08;Trenčín
L. Novomeského;911 08;Trenčín
Ľ. Podjavorinskej;911 05;Trenčín
Lavičková;911 08;Trenčín
Legionárska;911 01;Trenčín
Lesnícka;911 05;Trenčín
Lidická;911 01;Trenčín
Lipová;911 05;Trenčín
Liptovská;911 08;Trenčín
Ľudovíta Stárka;911 01;Trenčín
Ľudovíta Stárka;911 05;Trenčín
M. Bela;911 08;Trenčín
M. Hricku;911 01;Trenčín
M. Kišša;911 05;Trenčín
M. Nešporu;911 01;Trenčín
M. Rázusa;911 01;Trenčín
M. Turkovej;911 01;Trenčín
Majerská;911 05;Trenčín
Malozáblatská;911 06;Trenčín
Mariánske námestie;911 01;Trenčín
Marka Aurélia;911 01;Trenčín
Martina Rázusa;911 01;Trenčín
Mateja Bela;911 08;Trenčín
Matice slovenskej;911 05;Trenčín
Matúšova;911 01;Trenčín
Medňanského;911 05;Trenčín
Mierové nám.;911 01;Trenčín
Mládežnícka;911 01;Trenčín
Mlynská;911 01;Trenčín
Mníšna;911 01;Trenčín
Moyzesova;911 01;Trenčín
MUDr.A.Churu;911 01;Trenčín
Muškátová;911 05;Trenčín
Na dolinách;911 05;Trenčín
Na Kamenci;911 05;Trenčín
Na kameni;911 01;Trenčín
Na pažiti;911 05;Trenčín
Na Vinohrady;911 05;Trenčín
Na záhrade;911 05;Trenčín
Na záhumní;911 05;Trenčín
Na Zongorke;911 01;Trenčín
Nábrežná;911 01;Trenčín
Nad tehelňou;911 01;Trenčín
Nám. SNP;911 01;Trenčín
Nám. sv. Anny;911 01;Trenčín
Nám. Svätej Rodiny;911 08;Trenčín
Narcisová;911 01;Trenčín
Nemocničná;911 01;Trenčín
Niva;911 01;Trenčín
Nová;911 01;Trenčín
Nové Prúdy;911 01;Trenčín
Nozdrkovce;911 01;Trenčín
Obchodná;911 05;Trenčín
Odbojárov;911 01;Trenčín
Okružná;911 05;Trenčín
Opatovská;911 01;Trenčín
Orechovská;911 05;Trenčín
Orgovánová;911 05;Trenčín
Osloboditeľov;911 01;Trenčín
Osvienčimská;911 01;Trenčín
Ovocná;911 01;Trenčín
Pádivého;911 01;Trenčín
Palackého;911 01;Trenčín
Palárikova;911 01;Trenčín
Panenská;911 01;Trenčín
Partizánska;911 01;Trenčín
Pavla Ondráška;911 06;Trenčín
Piaristická;911 01;Trenčín
Piešťanská;911 05;Trenčín
Pod Brezinou;911 01;Trenčín
Pod čerešňami;911 01;Trenčín
Pod drienim;911 01;Trenčín
Pod hájikom;911 01;Trenčín
Pod horou;911 01;Trenčín
Pod Juhom;911 01;Trenčín
Pod kaštielom;911 05;Trenčín
Pod Komárky;911 01;Trenčín
Pod Kopanky;911 05;Trenčín
Pod lesoparkom;911 01;Trenčín
Pod lipami;911 01;Trenčín
Pod privádzačom;911 05;Trenčín
Pod Skalkou;911 01;Trenčín
Pod Sokolice;911 01;Trenčín
Podjavorinskej;911 05;Trenčín
Poľná;911 01;Trenčín
Poľnohospodárska;911 06;Trenčín
Poľovnícka;911 05;Trenčín
Potočná;911 01;Trenčín
Považská;911 01;Trenčín
Pred poľom;911 01;Trenčín
Pri parku;911 06;Trenčín
Pri Tepličke;911 01;Trenčín
Prúdy;911 05;Trenčín
Puškinova;911 01;Trenčín
Radlinského;911 05;Trenčín
Rastislavova;911 05;Trenčín
Rizlingová;911 05;Trenčín
Riznerova;911 01;Trenčín
Rovná;911 01;Trenčín
Rozmarínova;911 01;Trenčín
Rulandská;911 05;Trenčín
Ružičková;91106;Trenčín
Ružová;911 05;Trenčín
Rybáre;911 06;Trenčín
Rybárska;911 01;Trenčín
S. Chalupku;911 01;Trenčín
Sadová;911 01;Trenčín
Saratovská;911 08;Trenčín
Sasinkova;911 01;Trenčín
Severná;911 05;Trenčín
Sibírska;911 01;Trenčín
Sigôtky;911 06;Trenčín
Sládkovičova;911 01;Trenčín
Slivková;911 05;Trenčín
Slnečné nám.;911 01;Trenčín
Smetanova;911 01;Trenčín
Soblahovská;911 01;Trenčín
Staničná;911 05;Trenčín
Strojárenská;911 01;Trenčín
Stromová;911 01;Trenčín
Súdna;911 01;Trenčín
Súhrady;911 05;Trenčín
Súťažná;911 05;Trenčín
Súvoz;911 01;Trenčín
Svätoplukova;911 05;Trenčín
Šafárikova;911 08;Trenčín
Šafránová;911 05;Trenčín
Široká;911 05;Trenčín
Školská;911 05;Trenčín
Šoltésovej;911 01;Trenčín
Športová;911 05;Trenčín
Šťastná;911 01;Trenčín
Študentská;911 01;Trenčín
Štúrovo nám.;911 01;Trenčín
Švermova;911 01;Trenčín
Tatranská;911 01;Trenčín
Tichá;911 01;Trenčín
Továrenská;911 05;Trenčín
Tramínová;911 05;Trenčín
Turkovej;911 01;Trenčín
Úzka;911 01;Trenčín
Vajanského;911 01;Trenčín
Vansovej;911 08;Trenčín
Vážska;911 05;Trenčín
Veľkomoravská;911 05;Trenčín
Veterná;911 01;Trenčín
Višňová;911 05;Trenčín
Vl. Roya;911 05;Trenčín
Vladimíra Predmerského;911 05;Trenčín
Vlárska;911 05;Trenčín
Vodárenská;911 01;Trenčín
Vojtecha Zamarovského;911 01;Trenčín
Volavé;911 01;Trenčín
Východná ulica;911 08;Trenčín
Za humnami;911 01;Trenčín
Záblatská;911 06;Trenčín
Záhradná;911 05;Trenčín
Záhradnícka;911 01;Trenčín
Záhrady;911 01;Trenčín
Záhumenská;911 01;Trenčín
Zamarovská;911 05;Trenčín
Západná;911 08;Trenčín
Zelená;911 01;Trenčín
Zelnica;911 01;Trenčín
Zlatovská;911 05;Trenčín
Žabinská;911 05;Trenčín
Železničná;911 01;Trenčín
Žilinská;911 01;Trenčín
Agátová ulica;917 01;Trnava
Automobilová ulica;917 01;Trnava
Belgická ulica;917 01;Trnava
Bežecká ulica;917 08;Trnava
Bratislavská ulica;917 02;Trnava
Bulharská ulica;917 01;Trnava
Coburgova ulica;917 02;Trnava
Cukrová ulica;917 01;Trnava
Cukrovarská ulica;917 01;Trnava
Čerešňová ulica;917 08;Trnava
Dedinská ulica;917 05;Trnava
Dobšinského ulica;917 01;Trnava
Dolné bašty;917 01;Trnava
Domčeková ulica;917 01;Trnava
Dúhová ulica;917 01;Trnava
Farárske;917 01;Trnava
Fraňa Kráľa;917 02;Trnava
Horné bašty;917 01;Trnava
Chrenová ulica;917 05;Trnava
Jabloňová ulica;917 05;Trnava
Jazdecká ulica;917 08;Trnava
Kamenná cesta;917 08;Trnava
Kamenný mlyn;919 34;Trnava
Koceľova ulica;917 01;Trnava
Kočišské;919 34;Trnava
Kopánková ulica;917 01;Trnava
Krátka ulica;917 08;Trnava
Krupská ulica;917 01;Trnava
Legionárska ulica;917 01;Trnava
Levanduľová ulica;917 01;Trnava
Lúčna ulica;917 05;Trnava
Malinová ulica;917 05;Trnava
Malženická cesta;917 01;Trnava
Medziháj;919 61;Trnava
Mesačná;917 02;Trnava
Mliečna ulica;917 01;Trnava
Múzejné námestie;917 01;Trnava
Na hlinách;917 01;Trnava
Nám. Slov. učeného  tovarišstva;917 01;Trnava
Námestie Augusta Stummera;917 01;Trnava
Námestie Jozefa Herdu;917 01;Trnava
Námestie Slov. národ. povstania;917 01;Trnava
Námestie Slov. učeného tovarišstva;917 01;Trnava
Námestie sv. Mikuláša;917 01;Trnava
Narcisová ulica;917 01;Trnava
Novomestská ulica;917 01;Trnava
Okružná ulica;917 01;Trnava
Okružné námestie;917 08;Trnava
Olympijská ulica;917 01;Trnava
Oravné;917 01;Trnava
Orechová ulica;917 05;Trnava
Orešianska ulica;917 01;Trnava
Pásová ulica;917 05;Trnava
Pažitný mlyn;917 01;Trnava
Pekná ulica;917 01;Trnava
Poštová ulica;917 01;Trnava
Prechodná ulica;917 01;Trnava
Pri kalvárii;917 01;Trnava
Pri potoku;917 05;Trnava
Priemyselná ulica;917 01;Trnava
Pútnická ulica;917 05;Trnava
Rajčurská ulica;917 05;Trnava
Roľnícka ulica;917 08;Trnava
Rovná ulica;917 01;Trnava
Saleziánska ulica;917 01;Trnava
Seminárska;917 01;Trnava
Schumerova ulica;917 01;Trnava
Slovenská ulica;917 01;Trnava
Spačinská cesta;917 01;Trnava
Spojná ulica;917 01;Trnava
Stará ulica;917 01;Trnava
Starohájska ulica;917 01;Trnava
Strmá ulica;917 01;Trnava
Stromová ulica;917 02;Trnava
